TransactionId,ChargePoint,Connector,MeterStart,MeterStop,ConnectedTime,ChargeTime,TotalEnergy,MaxPower,Started,Ended
2304792,AL608,AL608-1,726100,744610,1.7994,1.7994,18.51,10.76,4/4/2017 17:26:53,4/4/2017 19:14:51
2718229,AL314,AL314-1,1864790,1890670,2.9767,2.75,25.88,10.16,9/24/2017 10:26:05,9/24/2017 13:24:41
2454448,EV0089,EV0089-1,2134410,2155500,9.4842,3.7472,21.09,13.32,5/11/2017 19:53:28,5/12/2017 5:22:31
2234994,AL601,AL601-2,287940,304160,1.62,1.6192,16.22,10.12,3/19/2017 13:09:29,3/19/2017 14:46:41
2263838,REE512,REE512-1,1847670,1861840,3.205,1.8078,14.17,12.48,3/26/2017 9:56:31,3/26/2017 13:08:49
2693798,EV0109,EV0109-1,20726260,20795020,8.4517,7.4178,68.76,10.372,9/8/2017 23:41:33,9/9/2017 8:08:39
2620571,DB0355,DB0355-2,83670,94340,1.7967,1.2764,10.67,10.52,7/22/2017 16:28:25,7/22/2017 18:16:13
2662578,DB0130,DB0130-1,1192370,1215790,2.6753,2.6753,23.42,9.48,8/18/2017 18:32:44,8/18/2017 21:13:15
2821818,REE595,REE595-1,9624050,9643620,3.0981,2.7436,19.57,10.88,11/28/2017 8:45:21,11/28/2017 11:51:14
2319329,REE011,REE011-2,849740,888810,3.775,3.775,39.07,10.44,4/8/2017 8:21:59,4/8/2017 12:08:29
2060012,EV0231,EV0231-1,6711300,6778100,14.5572,6.7319,66.8,10.944,1/27/2017 18:45:57,1/28/2017 9:19:23
2819736,REE563,REE563-1,10045440,10089980,4.3294,4.3294,44.54,13.36,11/26/2017 16:02:11,11/26/2017 20:21:57
2695221,AL62,AL62-1,848380,863820,1.5603,1.5597,15.44,10,9/9/2017 16:51:07,9/9/2017 18:24:44
2587109,DB0101,DB0101-1,689700,692670,0.2808,0.2808,2.97,10.8,7/2/2017 15:01:22,7/2/2017 15:18:13
2145809,REE606,REE606-1,6784900,6805990,1.9064,1.9064,21.09,11.368,2/23/2017 16:38:28,2/23/2017 18:32:51
2821387,DB0093,DB0093-2,1019030,1029830,1.0544,1.0544,10.8,10.32,11/27/2017 20:38:07,11/27/2017 21:41:23
2488940,AL214,AL214-1,73949,89669,1.5244,1.5242,15.72,10.717,5/20/2017 13:50:52,5/20/2017 15:22:20
2828641,AL516,AL516-1,1791030,1794520,1.5083,0.5,3.49,9.96,12/2/2017 13:02:55,12/2/2017 14:33:25
2130278,EV0163,EV0163-1,10844420,10849910,18.6086,1.7475,5.49,13.014,2/17/2017 15:00:14,2/18/2017 9:36:45
2650499,AL703,AL703-2,3333219,3349760,3.0858,1.6683,16.541,10.48,8/10/2017 16:49:54,8/10/2017 19:55:03
2145633,AL262,AL262-2,881140,910130,2.9142,2.9142,28.99,10.12,2/23/2017 15:37:48,2/23/2017 18:32:39
2019543,EV0049,EV0049-1,16296560,16366360,5.1497,5.1497,69.8,13.655,1/12/2017 17:59:00,1/12/2017 23:07:59
2163413,DB0180,DB0180-2,3011130,3021570,1.0139,1.0139,10.44,10.681,3/2/2017 8:49:20,3/2/2017 9:50:10
2807816,REE515,REE515-1,1559900,1584420,5.1383,2.5,24.52,12.72,11/18/2017 16:29:38,11/18/2017 21:37:56
2443954,AL601,AL601-1,1049760,1080530,3.6494,3.25,30.77,10.88,5/9/2017 10:24:36,5/9/2017 14:03:34
2372708,DB0333,DB0333-1,3077750,3135320,14.7119,6.1478,57.57,11.077,4/20/2017 15:37:17,4/21/2017 6:20:00
2854199,REE063,REE063-1,3604840,3639740,12.0244,3.4861,34.9,10.48,12/20/2017 18:30:50,12/21/2017 6:32:18
2541952,AL756,AL756-1,137179,141979,0.4683,0.4678,4.8,10.327,6/9/2017 15:38:24,6/9/2017 16:06:30
2853763,AL624,AL624-1,5759959,5775180,1.7919,1.7906,15.221,9.28,12/20/2017 14:40:02,12/20/2017 16:27:33
2270019,REE063,REE063-2,1158820,1177420,13.9403,2.1758,18.6,10.6,3/27/2017 17:49:27,3/28/2017 7:45:52
2861228,DB0289,DB0289-2,2503350,2523750,1.9322,1.9322,20.4,10.68,12/26/2017 9:05:15,12/26/2017 11:01:11
2838807,AL254,AL254-2,1099439,1111219,1.2217,1.2211,11.78,9.76,12/9/2017 14:41:25,12/9/2017 15:54:43
2167444,EV0193,EV0193-2,4639020,4645940,4.9731,1.5061,6.92,9.249,3/3/2017 9:35:32,3/3/2017 14:33:55
2385546,EV0172,EV0172-1,7048600,7104440,17.1011,4.245,55.84,13.56,4/23/2017 14:38:30,4/24/2017 7:44:34
2413220,EV0207,EV0207-1,12864960,12889660,15.7975,3.3325,24.7,13.806,5/1/2017 13:01:05,5/2/2017 4:48:56
2288368,REE563,REE563-1,8025770,8050410,12.1469,2.5708,24.64,13.251,3/31/2017 18:55:45,4/1/2017 7:04:34
2846727,AL443,AL443-1,2307449,2325000,1.7653,1.765,17.551,10.04,12/15/2017 17:14:38,12/15/2017 19:00:33
2503234,DB0333,DB0333-1,3758800,3767600,0.8503,0.8503,8.8,10.879,5/24/2017 15:24:49,5/24/2017 16:15:50
2015619,DB0278,DB0278-1,306700,325250,2.8397,2.4169,18.55,9,1/11/2017 8:04:59,1/11/2017 10:55:22
2599911,GLE-B001,GLE-B001-1,2093440,2102800,13.4494,0.8333,9.36,22.2,7/9/2017 19:07:14,7/10/2017 8:34:12
2552081,DB0063,DB0063-2,1081970,1106750,3.2897,2.6222,24.78,10.72,6/14/2017 15:22:40,6/14/2017 18:40:03
2767544,AL267,AL267-1,1420239,1445160,5.2036,2.75,24.921,10.6,10/26/2017 5:23:06,10/26/2017 10:35:19
2759303,EV0207,EV0207-1,17533050,17601890,16.7675,7.5206,68.84,10.508,10/20/2017 13:11:03,10/21/2017 5:57:06
2837131,AL200,AL200-1,3467340,3485280,1.6672,1.6672,17.94,10.88,12/8/2017 13:40:44,12/8/2017 15:20:46
2593841,DB0194,DB0194-1,2173430,2235290,8.08,6.0319,61.86,10.44,7/6/2017 6:58:05,7/6/2017 15:02:53
2849796,EV0126,EV0126-1,608810,669420,14.7656,6.0278,60.61,11.052,12/17/2017 16:25:30,12/18/2017 7:11:26
2822564,EV0161,EV0161-1,9040500,9048700,0.8381,0.8381,8.2,9.902,11/28/2017 17:21:04,11/28/2017 18:11:21
2410322,EV0139,EV0139-1,625030,629030,0.4194,0.4194,4,9.754,4/30/2017 14:34:27,4/30/2017 14:59:37
2288175,REE042,REE042-2,206350,232470,2.5022,2.5022,26.12,10.68,3/31/2017 17:58:49,3/31/2017 20:28:57
2243171,DB0337,DB0337-1,2175170,2201810,2.6433,2.6386,26.64,10.24,3/21/2017 13:59:43,3/21/2017 16:38:19
2760427,AL601,AL601-1,1938530,1957209,2.64,2.6394,18.679,12.52,10/21/2017 10:02:37,10/21/2017 12:41:01
2755780,AL525,AL525-2,3529169,3546860,1.7019,1.7008,17.691,10.48,10/18/2017 7:44:38,10/18/2017 9:26:45
1998511,AL651,AL651-2,1410329,1479550,10.4147,7.2461,69.221,10.68,1/2/2017 21:00:14,1/3/2017 7:25:07
2839082,REE096,REE096-2,2089240,2104590,17.3453,2.0847,15.35,10.44,12/9/2017 16:59:55,12/10/2017 10:20:38
2042154,REE536,REE536-1,7453980,7493430,2.8589,2.8589,39.45,14.031,1/21/2017 13:51:07,1/21/2017 16:42:39
2560096,EV0224,EV0224-1,28047840,28123250,12.0519,6.2383,75.41,13.63,6/18/2017 16:33:56,6/19/2017 4:37:03
2659656,AL595,AL595-2,4234049,4259419,2.7267,2.7256,25.37,10.6,8/16/2017 17:33:59,8/16/2017 20:17:35
2063106,AL492,AL492-1,291559,338640,19.4492,4.5539,47.081,10.76,1/28/2017 18:11:46,1/29/2017 13:38:43
2376294,DB0084,DB0084-2,320160,328480,0.8536,0.8536,8.32,9.84,4/21/2017 12:58:34,4/21/2017 13:49:47
2865108,REE096,REE096-2,2162570,2176580,1.3836,1.3836,14.01,10.44,12/29/2017 12:45:25,12/29/2017 14:08:26
2325116,AL768,AL768-1,1846520,1853449,0.6292,0.6292,6.929,11.2,4/9/2017 14:32:50,4/9/2017 15:10:35
2042657,REE575,REE575-1,1333690,1377670,4.8956,4.8031,43.98,10.972,1/21/2017 15:41:48,1/21/2017 20:35:32
2595152,DB0333,DB0333-2,4348840,4388830,12.9469,3.8778,39.99,10.879,7/6/2017 18:45:19,7/7/2017 7:42:08
2450082,AL719,AL719-1,1066489,1077479,1.3808,1.3797,10.99,11.44,5/10/2017 17:55:22,5/10/2017 19:18:13
2115549,REE596,REE596-1,6283850,6292460,0.8642,0.7714,8.61,13.44,2/12/2017 11:13:43,2/12/2017 12:05:34
2039269,AL924,AL924-1,818800,834100,1.4581,1.4581,15.3,10.96,1/20/2017 14:57:39,1/20/2017 16:25:08
2571039,EV0072,EV0072-1,1561950,1603110,6.9019,4.8703,41.16,10.263,6/23/2017 23:27:27,6/24/2017 6:21:34
2785885,AL551,AL551-1,782609,798880,1.8092,1.8083,16.271,9.56,11/5/2017 10:54:51,11/5/2017 12:43:24
2592244,AL443,AL443-2,1637219,1658140,2.1058,2.1056,20.921,10.095,7/5/2017 10:56:26,7/5/2017 13:02:47
2150575,AL133,AL133-1,123720,139130,1.4558,1.4556,15.41,10.72,2/25/2017 12:57:59,2/25/2017 14:25:20
2005488,AL725,AL725-1,1354750,1392560,21.3119,4.5508,37.81,10.8,1/6/2017 11:11:57,1/7/2017 8:30:40
2508434,DB0055,DB0055-2,974130,988150,1.3767,1.3767,14.02,10.44,5/26/2017 12:07:40,5/26/2017 13:30:16
2862028,DB0295,DB0295-1,3772620,3803140,11.5842,3.3342,30.52,10.56,12/26/2017 21:31:48,12/27/2017 9:06:51
2305954,REE407,REE407-1,4125110,4154750,3.4728,2.3583,29.64,14.176,4/5/2017 6:23:30,4/5/2017 9:51:52
2320952,AL264,AL264-1,1271219,1276310,0.4947,0.4933,5.091,10.539,4/8/2017 12:10:44,4/8/2017 12:40:25
2508462,AL590,AL590-2,3749780,3795260,9.9828,4.5,45.48,10.32,5/26/2017 12:18:58,5/26/2017 22:17:56
2783336,DB0173,DB0173-1,1159650,1217340,18.5528,5.5911,57.69,10.76,11/3/2017 16:24:32,11/4/2017 10:57:42
2750973,AL707,AL707-1,6846620,6862740,1.5206,1.52,16.12,13.56,10/14/2017 15:24:46,10/14/2017 16:56:00
2841037,REE243,REE243-2,1126800,1134310,0.7264,0.7264,7.51,11.04,12/11/2017 18:25:43,12/11/2017 19:09:18
2028390,AL266,AL266-2,231669,278350,13.0322,5.0322,46.681,9.96,1/16/2017 17:47:15,1/17/2017 6:49:11
2204036,DB0283,DB0283-2,853210,917460,12.6203,7.1097,64.25,10.44,3/11/2017 20:59:22,3/12/2017 9:36:35
2692870,AL595,AL595-1,4684229,4700069,1.9222,1.9219,15.84,12.24,9/8/2017 11:07:49,9/8/2017 13:03:09
2028130,EV0123,EV0123-1,5671120,5685550,2.6503,1.495,14.43,11.037,1/16/2017 16:56:19,1/16/2017 19:35:20
2677732,AL595,AL595-2,4532359,4556660,2.9733,2.9722,24.301,10.04,8/29/2017 16:25:11,8/29/2017 19:23:35
2621428,REE022,REE022-2,113990,119510,1.35,0.8144,5.52,9.08,7/23/2017 12:56:08,7/23/2017 14:17:08
2277898,AL516,AL516-2,978729,981789,0.3003,0.2994,3.06,10.699,3/29/2017 14:56:02,3/29/2017 15:14:03
2044436,REE027,REE027-1,859050,929800,10.1239,7.0406,70.75,10.44,1/22/2017 13:41:50,1/22/2017 23:49:16
2782921,REE213,REE213-2,1412890,1415430,0.2767,0.2767,2.54,9.36,11/3/2017 12:13:18,11/3/2017 12:29:54
2370504,AL96,AL96-1,22690,74930,4.5961,4.5958,52.24,11.6,4/20/2017 6:39:13,4/20/2017 11:14:59
2660250,AL477,AL477-2,651359,692809,4.1861,4.1853,41.45,10.08,8/17/2017 8:50:42,8/17/2017 13:01:52
2761315,EVP0002,EVP0002-1,13352880,13374470,17.4694,2.2806,21.59,10.788,10/21/2017 15:47:00,10/22/2017 9:15:10
2633238,AL397,AL397-1,685520,709059,2.3358,2.335,23.539,10.24,7/30/2017 18:25:21,7/30/2017 20:45:30
2713799,DB0092,DB0092-2,453000,481520,4.3056,2.8211,28.52,10.52,9/21/2017 14:55:44,9/21/2017 19:14:04
2382196,DB0285,DB0285-1,2123320,2129840,12.8375,1.1703,6.52,9.338,4/22/2017 17:49:47,4/23/2017 6:40:02
2410010,REE102,REE102-1,2908930,2956500,4.885,4.6711,47.57,10.32,4/30/2017 13:04:44,4/30/2017 17:57:50
2688202,DB0295,DB0295-2,3183140,3214920,3.045,3.0325,31.78,10.56,9/5/2017 16:29:15,9/5/2017 19:31:57
2208888,AL605,AL605-2,1223180,1257199,3.3792,3.3789,34.019,10.16,3/13/2017 11:09:08,3/13/2017 14:31:53
2717975,DB0055,DB0055-2,1630010,1649930,5.7094,2.2953,19.92,10.48,9/24/2017 6:57:17,9/24/2017 12:39:51
2838569,AL152,AL152-1,1760849,1773079,2.1286,2.1283,12.23,11.92,12/9/2017 13:08:08,12/9/2017 15:15:51
2660155,REE604,REE604-1,12306080,12352040,6.8036,4.6042,45.96,11.56,8/17/2017 7:23:45,8/17/2017 14:11:58
2833189,AL548,AL548-2,442959,445859,0.2825,0.2817,2.9,10.705,12/5/2017 16:58:30,12/5/2017 17:15:27
2108648,AL564,AL564-2,2106709,2167310,18.7194,8.3086,60.601,10.4,2/9/2017 20:56:29,2/10/2017 15:39:39
2835289,AL660,AL660-1,2571479,2600239,2.6903,2.6897,28.76,10.8,12/7/2017 7:54:46,12/7/2017 10:36:11
2586265,DB0285,DB0285-2,2266770,2284220,14.9272,2.1406,17.45,9.6,7/1/2017 23:36:34,7/2/2017 14:32:12
2756914,REE223,REE223-2,669510,727900,11.3006,5.9258,58.39,10.32,10/18/2017 19:04:27,10/19/2017 6:22:29
2237587,DB0214,DB0214-1,553560,567840,1.3792,1.3792,14.28,10.48,3/20/2017 8:05:37,3/20/2017 9:28:22
2578944,EV0130,EV0130-1,14916020,14930920,2.1475,1.7467,14.9,10.664,6/28/2017 6:49:55,6/28/2017 8:58:46
2581513,AL524,AL524-1,645760,648500,0.2736,0.2731,2.74,10.41,6/29/2017 12:50:45,6/29/2017 13:07:10
2217768,AL499,AL499-1,292649,298739,0.5714,0.5706,6.09,11.041,3/15/2017 13:39:26,3/15/2017 14:13:43
2187923,AL506,AL506-2,1012859,1029810,3.6056,2.1056,16.951,9.6,3/8/2017 8:26:53,3/8/2017 12:03:13
2381079,DB0309,DB0309-1,399750,408200,0.8339,0.8339,8.45,10.4,4/22/2017 13:49:11,4/22/2017 14:39:13
2520786,DB0302,DB0302-1,2770360,2804130,3.3639,3.3639,33.77,10.681,5/31/2017 5:58:37,5/31/2017 9:20:27
2776900,AL151,AL151-1,1955209,1976719,3.3381,3.3378,21.51,12.56,10/31/2017 17:15:24,10/31/2017 20:35:41
2641938,EV0060,EV0060-1,8740090,8756980,1.6572,1.6572,16.89,10.307,8/5/2017 11:07:38,8/5/2017 12:47:04
2655079,DB0130,DB0130-1,1155850,1185620,3.7656,3.6422,29.77,9.56,8/13/2017 12:21:28,8/13/2017 16:07:24
2007542,EV0182,EV0182-1,3281880,3288640,0.6597,0.6597,6.76,10.532,1/7/2017 11:12:42,1/7/2017 11:52:17
2497496,REE504,REE504-1,11039340,11066670,3.6872,2.9369,27.33,13.305,5/23/2017 6:08:57,5/23/2017 9:50:11
2021071,EV0199,EV0199-1,5320780,5388950,6.0789,5.5014,68.17,13.505,1/13/2017 13:53:30,1/13/2017 19:58:14
2064870,AL541,AL541-1,1014619,1017299,0.275,0.2736,2.68,10.122,1/29/2017 14:47:43,1/29/2017 15:04:13
2653384,AL436,AL436-1,2080050,2090159,1.0181,1.0178,10.109,10.631,8/12/2017 11:23:53,8/12/2017 12:24:58
2738000,EV0045,EV0045-1,3254880,3293850,4.1108,4.1108,38.97,10.091,10/6/2017 15:51:27,10/6/2017 19:58:06
2803164,AL230,AL230-1,4005850,4020610,1.2619,1.2608,14.76,13.28,11/15/2017 21:09:05,11/15/2017 22:24:48
2829554,REE595,REE595-1,9709080,9726970,3.1481,2.5689,17.89,10.852,12/3/2017 6:25:51,12/3/2017 9:34:44
2153751,EV0231,EV0231-1,7200490,7223760,10.9025,2.9919,23.27,10.716,2/26/2017 19:37:35,2/27/2017 6:31:44
2145058,AL660,AL660-1,777549,789210,1.1189,1.1172,11.661,10.96,2/23/2017 11:29:54,2/23/2017 12:37:02
2156074,AL650,AL650-1,883979,892619,10.9978,1.2478,8.64,10.2,2/27/2017 19:46:47,2/28/2017 6:46:39
2001505,REE302,REE302-2,3270727,3277906,0.7,0.7,7.179,10.408,1/4/2017 13:03:30,1/4/2017 13:45:30
1998494,AL531,AL531-1,779530,797400,1.6583,1.6583,17.87,10.92,1/2/2017 20:43:50,1/2/2017 22:23:20
2771403,AL743,AL743-1,1790780,1801619,1.0217,1.0217,10.839,10.609,10/28/2017 11:03:01,10/28/2017 12:04:19
2147823,AL558,AL558-1,1373229,1377189,0.4461,0.4461,3.96,9.12,2/24/2017 12:42:42,2/24/2017 13:09:28
2177263,DB0270,DB0270-2,1435770,1458030,3.9378,3.9378,22.26,9.495,3/5/2017 16:38:47,3/5/2017 20:35:03
2009596,DB0335,DB0335-2,656550,701350,4.7642,4.4817,44.8,10.44,1/8/2017 13:26:06,1/8/2017 18:11:57
2025234,REE520,REE520-1,7078880,7092540,1.0383,1.0383,13.66,13.44,1/15/2017 11:58:43,1/15/2017 13:01:01
2808924,REE408,REE408-1,5488110,5502010,1.3303,1.3303,13.9,10.76,11/19/2017 14:42:50,11/19/2017 16:02:39
2252363,DB0310,DB0310-2,1421800,1427700,0.5825,0.5825,5.9,10.52,3/23/2017 15:31:47,3/23/2017 16:06:44
2160216,DB0050,DB0050-1,574320,583150,0.8589,0.8589,8.83,10.52,3/1/2017 10:34:55,3/1/2017 11:26:27
2696387,DB0282,DB0282-1,372790,374600,1.5342,0.4628,1.81,9.542,9/10/2017 15:12:14,9/10/2017 16:44:17
2333238,AL526,AL526-2,191539,224960,6.5194,4,33.421,10.16,4/11/2017 15:10:48,4/11/2017 21:41:58
2104680,AL496,AL496-2,704489,737229,4.0228,3.7728,32.74,10.12,2/8/2017 15:30:05,2/8/2017 19:31:27
2592689,DB0277,DB0277-1,1993550,2027190,3.5547,3.5547,33.64,9.96,7/5/2017 15:00:46,7/5/2017 18:34:03
2179143,AL841,AL841-2,645770,694200,7.9625,6.7833,48.43,10.52,3/6/2017 8:13:00,3/6/2017 16:10:45
2006418,EV0074,EV0074-1,4769670,4836580,16.8719,7.6356,66.91,10.972,1/6/2017 16:42:10,1/7/2017 9:34:29
2271139,AL174,AL174-1,568619,576989,1.6542,1.6533,8.37,10.32,3/28/2017 6:34:53,3/28/2017 8:14:08
2681063,REE547,REE547-1,3707950,3759100,13.115,5.5833,51.15,10.28,8/31/2017 17:55:00,9/1/2017 7:01:54
2687129,EV0215,EV0215-1,19109260,19169510,7.5756,6.1436,60.25,10.36,9/5/2017 6:19:28,9/5/2017 13:54:00
2741394,AL667,AL667-1,2574879,2587040,7.6625,1.5892,12.161,12.16,10/8/2017 21:24:39,10/9/2017 5:04:24
2057648,AL325,AL325-2,582080,615700,3.2222,3.2222,33.62,10.56,1/27/2017 4:18:08,1/27/2017 7:31:28
2762029,RWE012,RWE012-1,3022758,3060027,3.8667,3.8667,37.269,9.639,10/22/2017 11:18:19,10/22/2017 15:10:19
2190563,DB0270,DB0270-2,1489800,1506000,11.4403,2.8728,16.2,9.297,3/8/2017 19:30:40,3/9/2017 6:57:05
2825394,REE213,REE213-1,1804900,1807520,0.2908,0.2908,2.62,9.36,11/30/2017 13:52:52,11/30/2017 14:10:19
2832795,MEN002,MEN002-1,1797860,1804922,0.6908,0.6908,7.062,10.222,12/5/2017 12:57:50,12/5/2017 13:39:17
2737658,REE551,REE551-1,21705330,21779940,7.9361,6.9656,74.61,11.024,10/6/2017 12:47:03,10/6/2017 20:43:13
2847475,REE014,REE014-2,3353010,3357520,1.1383,0.5656,4.51,10.32,12/16/2017 10:26:04,12/16/2017 11:34:22
2294622,REE007,REE007-2,1418030,1439710,2.1867,2.1867,21.68,10.28,4/2/2017 11:00:46,4/2/2017 13:11:58
2691439,DB0034,DB0034-2,1170330,1182120,1.1642,1.1642,11.79,10.32,9/7/2017 13:23:14,9/7/2017 14:33:05
2718207,AL230,AL230-2,2110939,2130340,4.3828,2.75,19.401,9.36,9/24/2017 10:16:13,9/24/2017 14:39:11
2182369,DB0195,DB0195-1,1083080,1150220,12.1761,7.2217,67.14,10.8,3/6/2017 21:46:42,3/7/2017 9:57:16
2583504,DB0101,DB0101-1,643270,682870,6.5122,4.4342,39.6,10.681,6/30/2017 13:42:55,6/30/2017 20:13:39
2838366,DB0304,DB0304-2,942330,962150,2.7797,2.7797,19.82,9.6,12/9/2017 11:41:39,12/9/2017 14:28:26
2739300,REE075,REE075-1,1161410,1171200,0.9914,0.9914,9.79,10.08,10/7/2017 12:07:30,10/7/2017 13:06:59
2285281,REE236,REE236-1,2806430,2856750,5.0156,5.0156,50.32,10.12,3/31/2017 8:12:53,3/31/2017 13:13:49
2270865,AL93,AL93-1,1861900,1897660,7.8761,3.5,35.76,10.96,3/28/2017 6:08:09,3/28/2017 14:00:43
2295654,REE042,REE042-2,248990,267820,1.8067,1.8067,18.83,10.56,4/2/2017 14:42:08,4/2/2017 16:30:32
2383300,EVP0004,EVP0004-2,4084780,4089380,0.4744,0.4744,4.6,9.928,4/23/2017 10:17:10,4/23/2017 10:45:38
2264760,AL620,AL620-1,583469,584130,0.0719,0.0714,0.661,9.245,3/26/2017 12:56:44,3/26/2017 13:01:03
2465248,EV0020,EV0020-1,3034650,3073250,4.2767,3.2522,38.6,12.88,5/14/2017 14:53:54,5/14/2017 19:10:30
2723966,AL412,AL412-1,2446239,2472139,2.6333,2.6328,25.9,10.36,9/28/2017 6:20:56,9/28/2017 8:58:56
2807074,EV0142,EV0142-1,26172700,26208590,23.1139,3.7156,35.89,10.419,11/18/2017 11:18:13,11/19/2017 10:25:03
2384896,REE635,REE635-1,1338900,1365440,2.4192,2.4192,26.54,11.03,4/23/2017 16:33:24,4/23/2017 18:58:33
2755461,AL267,AL267-1,1320270,1343650,5.1731,2.5,23.38,10.56,10/18/2017 5:15:56,10/18/2017 10:26:19
2201081,AL516,AL516-1,618580,626270,0.7539,0.7528,7.69,10.32,3/11/2017 11:17:16,3/11/2017 12:02:30
2108778,AL837,AL837-1,839219,892900,9.1631,6.4161,53.681,10.56,2/9/2017 22:35:02,2/10/2017 7:44:49
2345005,AL768,AL768-2,1814469,1826430,1.1572,1.1572,11.961,10.52,4/14/2017 5:53:48,4/14/2017 7:03:14
2087195,EV0142,EV0142-1,16661220,16667010,0.6194,0.6194,5.79,12.494,2/4/2017 9:48:12,2/4/2017 10:25:22
2021355,DB0194,DB0194-2,1276470,1301660,2.5089,2.5089,25.19,10.16,1/13/2017 16:13:06,1/13/2017 18:43:38
2292995,AL541,AL541-2,1809699,1830310,2.5228,2.5228,20.611,10.04,4/1/2017 17:47:43,4/1/2017 20:19:05
2133505,REE075,REE075-1,260280,277410,5.7689,2.1547,17.13,10.32,2/18/2017 15:20:43,2/18/2017 21:06:51
2581526,AL200,AL200-1,1735609,1747579,1.4911,1.4908,11.97,10.44,6/29/2017 13:00:18,6/29/2017 14:29:46
2563053,AL881,AL881-2,3655129,3676689,2.5039,2.5036,21.56,9.56,6/20/2017 9:20:55,6/20/2017 11:51:09
2596309,AL443,AL443-1,1321160,1334469,1.3494,1.3486,13.309,9.96,7/7/2017 13:41:23,7/7/2017 15:02:21
2009866,REE099,REE099-1,302720,316970,1.6164,1.6164,14.25,9,1/8/2017 14:56:47,1/8/2017 16:33:46
2838169,EV0138,EV0138-1,9003220,9011680,0.8858,0.8858,8.46,9.55,12/9/2017 9:59:35,12/9/2017 10:52:44
2403424,REE233,REE233-1,4248830,4273920,18.0639,3.3139,25.09,10.36,4/28/2017 14:56:39,4/29/2017 9:00:29
2775939,AL418,AL418-1,1206640,1237670,5.4789,3.25,31.03,10.32,10/31/2017 7:40:24,10/31/2017 13:09:08
2747293,AL667,AL667-1,2592820,2624060,13.6892,3.6892,31.24,10.72,10/12/2017 14:52:54,10/13/2017 4:34:15
2809001,DB0099,DB0099-1,2561600,2574790,2.2883,2.2883,13.19,9.68,11/19/2017 15:13:55,11/19/2017 17:31:13
2001072,DB0325,DB0325-2,625290,643330,9.8097,4.3889,18.04,9,1/4/2017 9:54:45,1/4/2017 19:43:20
2705065,REE301,REE301-1,6036974,6042443,2.3628,1.0753,5.469,10.571,9/16/2017 10:10:27,9/16/2017 12:32:13
2433174,REE247,REE247-1,1948360,1987930,5.0858,4.0417,39.57,10.4,5/6/2017 12:27:30,5/6/2017 17:32:39
2839634,REE213,REE213-1,1840700,1843740,0.3319,0.3319,3.04,9.628,12/10/2017 11:16:31,12/10/2017 11:36:26
2795397,AL422,AL422-1,1697670,1710479,1.2839,1.2825,12.809,10.431,11/11/2017 9:03:33,11/11/2017 10:20:35
2026782,DB0093,DB0093-1,316970,335470,6.2808,1.8733,18.5,10.44,1/16/2017 7:32:36,1/16/2017 13:49:27
2111802,DB0257,DB0257-1,2104454,2132773,15.8967,4.2336,28.319,9.768,2/10/2017 20:35:25,2/11/2017 12:29:13
2092662,DB0316,DB0316-2,387720,398960,2.1239,1.9572,11.24,10.56,2/5/2017 9:58:20,2/5/2017 12:05:46
2819262,DB0271,DB0271-1,4676390,4688360,1.2033,1.2033,11.97,10.74,11/26/2017 11:34:31,11/26/2017 12:46:43
2226448,AL558,AL558-1,1490109,1529640,17.7147,4.0947,39.531,10.44,3/5/2017 14:11:28,3/6/2017 7:54:21
2617206,DB0219,DB0219-2,751180,767570,3.2972,2.2414,16.39,9.6,7/20/2017 12:00:31,7/20/2017 15:18:21
2054299,AL703,AL703-2,1328310,1366510,10.1192,3.7508,38.2,10.4,1/25/2017 20:22:08,1/26/2017 6:29:17
2825957,AL264,AL264-2,3978239,3995350,2.1336,2.1322,17.111,10.498,11/30/2017 18:45:00,11/30/2017 20:53:01
2543818,AL533,AL533-2,123550,132880,1.4781,1.25,9.33,10.24,6/10/2017 12:58:44,6/10/2017 14:27:25
2187014,REE629,REE629-1,6760730,6792680,7.7964,3.7836,31.95,11.28,3/7/2017 22:57:59,3/8/2017 6:45:46
2142745,AL708,AL708-1,1547410,1571010,3.4997,2.75,23.6,10.6,2/22/2017 12:40:00,2/22/2017 16:09:59
2750710,AL498,AL498-2,678210,705679,2.6931,2.6922,27.469,10.36,10/14/2017 13:14:28,10/14/2017 15:56:03
2838054,DB0271,DB0271-1,4879390,4911240,4.0742,3.3231,31.85,10.541,12/9/2017 9:03:39,12/9/2017 13:08:06
2043146,EV0181,EV0181-1,8399410,8430180,2.8231,2.8231,30.77,10.984,1/21/2017 18:35:18,1/21/2017 21:24:41
2469441,AL579,AL579-2,9538390,9596990,13.3583,6.1083,58.6,10.56,5/15/2017 16:31:30,5/16/2017 5:53:00
2176791,REE618,REE618-1,2458700,2474180,1.3889,1.3889,15.48,11.332,3/5/2017 14:48:03,3/5/2017 16:11:23
2840156,REE650,REE650-1,9086880,9103910,35.1128,2.5975,17.03,12.972,12/10/2017 21:24:11,12/12/2017 8:30:57
2567261,AL336,AL336-1,1023630,1031030,0.7236,0.7233,7.4,10.343,6/22/2017 8:14:23,6/22/2017 8:57:48
2770968,AL554,AL554-2,1246780,1264119,1.6714,1.67,17.339,10.48,10/28/2017 8:07:50,10/28/2017 9:48:07
2865308,EV0079,EV0079-1,17900830,17952770,39.1736,5.9672,51.94,10.242,12/29/2017 14:52:35,12/31/2017 6:03:00
